Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Kitche0.0001bvGr,KitchenQual,TotRmsAbvGrd,Functio0.0001l,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
821.00,60.00,RL,72.00,7226.00,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.00,5.00,2003.00,2003.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,Gd,TA,PConc,Gd,TA,No,Unf,0.00,Unf,0.00,798.00,798.00,GasA,Ex,Y,SBrkr,798.00,842.00,0.00,1640.00,0.00,0.00,2.00,1.00,3.00,1.00,Gd,6.00,Typ,0.00,Attchd,2003.00,RFn,2.00,595.00,TA,TA,Y,0.00,45.00,0.00,0.00,0.00,0.00,0.00,6.00,2008.00,WD,Normal,183000.00
822.00,20.00,RM,60.00,6000.00,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4.00,4.00,1953.00,1953.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,Fa,TA,CBlock,Fa,TA,No,Unf,0.00,Unf,0.00,936.00,936.00,GasA,TA,N,SBrkr,936.00,0.00,0.00,936.00,0.00,0.00,1.00,0.00,2.00,1.00,TA,4.00,Min2,0.00,Detchd,1974.00,Unf,2.00,576.00,TA,TA,Y,0.00,32.00,112.00,0.00,0.00,0.00,0.00,2.00,2009.00,WD,Normal,93000.00
823.00,60.00,RL,0.00,12394.00,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.00,5.00,2003.00,2003.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,Gd,TA,PConc,Gd,TA,Gd,Unf,0.00,Unf,0.00,847.00,847.00,GasA,Ex,Y,SBrkr,847.00,886.00,0.00,1733.00,0.00,0.00,2.00,1.00,3.00,1.00,Gd,7.00,Typ,1.00,BuiltIn,2003.00,Fin,2.00,433.00,TA,TA,Y,100.00,48.00,0.00,0.00,0.00,0.00,0.00,10.00,2007.00,WD,Family,225000.00
824.00,50.00,RL,60.00,9900.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6.00,7.00,1940.00,1950.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,TA,TA,BrkTil,TA,TA,No,Unf,0.00,Unf,0.00,778.00,778.00,GasA,TA,Y,SBrkr,944.00,545.00,0.00,1489.00,0.00,0.00,2.00,0.00,3.00,1.00,TA,7.00,Typ,1.00,Detchd,1940.00,Unf,1.00,240.00,TA,TA,Y,335.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00,WD,Normal,139500.00
825.00,20.00,FV,81.00,11216.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.00,5.00,2006.00,2006.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,Gd,TA,PConc,Gd,Gd,No,Unf,0.00,Unf,0.00,1489.00,1489.00,GasA,Ex,Y,SBrkr,1489.00,0.00,0.00,1489.00,0.00,0.00,2.00,0.00,3.00,1.00,Gd,7.00,Typ,1.00,Attchd,2006.00,RFn,2.00,776.00,TA,TA,Y,0.00,140.00,0.00,0.00,0.00,0.00,0.00,6.00,2006.00,New,Partial,232600.00
826.00,20.00,RL,114.00,14803.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10.00,5.00,2007.00,2008.00,Hip,CompShg,CemntBd,CmentBd,BrkFace,816.00,Ex,TA,PConc,Ex,TA,Av,GLQ,1636.00,Unf,0.00,442.00,2078.00,GasA,Ex,Y,SBrkr,2084.00,0.00,0.00,2084.00,1.00,0.00,2.00,0.00,2.00,1.00,Ex,7.00,Typ,1.00,Attchd,2007.00,Fin,3.00,1220.00,TA,TA,Y,188.00,45.00,0.00,0.00,0.00,0.00,0.00,6.00,2008.00,New,Partial,385000.00
827.00,45.00,RM,50.00,6130.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5.00,6.00,1924.00,1950.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,TA,TA,BrkTil,TA,TA,No,ALQ,784.00,Unf,0.00,0.00,784.00,GasA,Gd,Y,SBrkr,784.00,0.00,0.00,784.00,1.00,0.00,1.00,0.00,2.00,1.00,Gd,5.00,Typ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,0.00,0.00,116.00,0.00,0.00,0.00,0.00,5.00,2008.00,WD,Normal,109500.00
828.00,20.00,RL,65.00,8529.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7.00,5.00,2001.00,2001.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,Gd,TA,PConc,Gd,TA,No,GLQ,20.00,Unf,0.00,1434.00,1454.00,GasA,Ex,Y,SBrkr,1434.00,0.00,0.00,1434.00,0.00,0.00,2.00,0.00,3.00,1.00,Gd,6.00,Typ,1.00,Attchd,2001.00,RFn,2.00,527.00,TA,TA,Y,290.00,39.00,0.00,0.00,0.00,0.00,0.00,4.00,2009.00,WD,Normal,189000.00
829.00,60.00,RL,0.00,28698.00,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5.00,5.00,1967.00,1967.00,Flat,Tar&Grv,Plywood,Plywood,None,0.00,TA,TA,PConc,TA,Gd,Gd,LwQ,249.00,ALQ,764.00,0.00,1013.00,GasA,TA,Y,SBrkr,1160.00,966.00,0.00,2126.00,0.00,1.00,2.00,1.00,3.00,1.00,TA,7.00,Min2,0.00,Attchd,1967.00,Fin,2.00,538.00,TA,TA,Y,486.00,0.00,0.00,0.00,225.00,0.00,0.00,6.00,2009.00,WD,Abnorml,185000.00
830.00,160.00,FV,24.00,2544.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7.00,5.00,2005.00,2005.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,Gd,TA,PConc,Gd,TA,No,Unf,0.00,Unf,0.00,600.00,600.00,GasA,Ex,Y,SBrkr,520.00,623.00,80.00,1223.00,0.00,0.00,2.00,1.00,2.00,1.00,Gd,4.00,Typ,0.00,Detchd,2005.00,RFn,2.00,480.00,TA,TA,Y,0.00,166.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00,WD,Normal,147400.00
831.00,20.00,RL,80.00,11900.00,Pave,IR1,Lvl,AllPub,Corner,Gtl,0.0001mes,Norm,Norm,1Fam,1Story,6.00,5.00,1957.00,1957.00,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.00,TA,TA,CBlock,TA,TA,No,Rec,1040.00,Unf,0.00,352.00,1392.00,GasA,TA,Y,FuseA,1392.00,0.00,0.00,1392.00,1.00,0.00,1.00,1.00,3.00,1.00,TA,6.00,Typ,2.00,Attchd,1957.00,RFn,2.00,458.00,TA,TA,Y,0.00,0.00,0.00,0.00,192.00,0.00,0.00,6.00,2008.00,WD,Normal,166000.00
832.00,160.00,FV,30.00,3180.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7.00,5.00,2005.00,2005.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,TA,TA,PConc,Gd,TA,No,Unf,0.00,Unf,0.00,600.00,600.00,GasA,Ex,Y,SBrkr,520.00,600.00,80.00,1200.00,0.00,0.00,2.00,1.00,2.00,1.00,Gd,4.00,Typ,0.00,Detchd,2005.00,RFn,2.00,480.00,TA,TA,Y,0.00,166.00,0.00,0.00,0.00,0.00,0.00,6.00,2006.00,WD,Normal,151000.00
833.00,60.00,RL,44.00,9548.00,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.00,6.00,2003.00,2003.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.00,Gd,TA,PConc,Gd,TA,No,GLQ,483.00,Unf,0.00,458.00,941.00,GasA,Ex,Y,SBrkr,941.00,888.00,0.00,1829.00,1.00,0.00,2.00,1.00,3.00,1.00,Gd,7.00,Typ,1.00,Attchd,2003.00,RFn,2.00,613.00,TA,TA,Y,192.00,39.00,0.00,0.00,0.00,0.00,0.00,1.00,2010.00,WD,Normal,237000.00
834.00,20.00,RL,100.00,10004.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,0.0001mes,Norm,Norm,1Fam,1Story,6.00,6.00,1964.00,1964.00,Gable,CompShg,HdBoard,Plywood,BrkFace,180.00,TA,TA,CBlock,TA,TA,No,Rec,196.00,BLQ,345.00,975.00,1516.00,GasA,TA,Y,SBrkr,1516.00,0.00,0.00,1516.00,0.00,0.00,1.00,1.00,3.00,1.00,TA,6.00,Typ,0.00,Attchd,1964.00,RFn,2.00,472.00,TA,TA,Y,0.00,0.00,0.00,0.00,152.00,0.00,0.00,2.00,2009.00,WD,Normal,167000.00
835.00,20.00,RL,75.00,7875.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,0.0001mes,Norm,Norm,1Fam,1Story,5.00,6.00,1961.00,1961.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.00,TA,TA,CBlock,TA,TA,No,Rec,572.00,Unf,0.00,572.00,1144.00,GasA,Gd,Y,SBrkr,1144.00,0.00,0.00,1144.00,1.00,0.00,1.00,0.00,3.00,1.00,TA,6.00,Typ,0.00,Attchd,1961.00,Unf,2.00,456.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,2008.00,WD,Normal,139950.00
836.00,20.00,RL,60.00,9600.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4.00,7.00,1950.00,1995.00,Gable,CompShg,VinylSd,HdBoard,None,0.00,TA,TA,CBlock,Gd,TA,No,BLQ,442.00,Unf,0.00,625.00,1067.00,GasA,TA,Y,SBrkr,1067.00,0.00,0.00,1067.00,0.00,0.00,2.00,0.00,2.00,1.00,Gd,4.00,Min2,0.00,Attchd,1996.00,Unf,2.00,436.00,TA,TA,Y,290.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2010.00,WD,Normal,128000.00
837.00,30.00,RM,90.00,8100.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5.00,6.00,1948.00,1973.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,TA,TA,BrkTil,TA,TA,No,Rec,338.00,Unf,0.00,1221.00,1559.00,GasA,Gd,Y,SBrkr,1559.00,0.00,0.00,1559.00,1.00,0.00,1.00,0.00,2.00,1.00,TA,5.00,Min2,0.00,Detchd,1948.00,Unf,2.00,812.00,TA,TA,Y,0.00,116.00,230.00,0.00,0.00,0.00,0.00,6.00,2007.00,COD,Normal,153500.00
838.00,160.00,RM,21.00,1680.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6.00,5.00,1973.00,1973.00,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.00,TA,TA,CBlock,TA,TA,No,BLQ,330.00,Unf,0.00,153.00,483.00,GasA,TA,Y,SBrkr,483.00,504.00,0.00,987.00,1.00,0.00,1.00,1.00,2.00,1.00,TA,5.00,Typ,0.00,Detchd,1973.00,Unf,1.00,264.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2008.00,WD,Normal,100000.00
839.00,20.00,RL,75.00,9525.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.00,6.00,1995.00,2006.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,TA,TA,PConc,Gd,TA,No,Unf,0.00,Unf,0.00,1099.00,1099.00,GasA,Ex,Y,SBrkr,1099.00,0.00,0.00,1099.00,0.00,0.00,1.00,1.00,3.00,1.00,Gd,6.00,Typ,0.00,Attchd,1999.00,Unf,1.00,352.00,TA,TA,Y,278.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2008.00,WD,Normal,144000.00
840.00,50.00,RL,70.00,11767.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5.00,6.00,1946.00,1995.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,TA,TA,CBlock,TA,TA,No,BLQ,352.00,Unf,0.00,416.00,768.00,GasA,Ex,Y,SBrkr,768.00,432.00,0.00,1200.00,0.00,0.00,1.00,0.00,3.00,1.00,TA,6.00,Typ,0.00,Detchd,1946.00,Unf,1.00,240.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2008.00,WD,Normal,130500.00
841.00,70.00,RH,0.00,12155.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6.00,8.00,1925.00,1950.00,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.00,TA,TA,BrkTil,TA,TA,No,BLQ,156.00,Unf,0.00,516.00,672.00,GasA,TA,N,SBrkr,810.00,672.00,0.00,1482.00,0.00,0.00,2.00,0.00,4.00,1.00,Fa,7.00,Typ,0.00,Detchd,1934.00,Unf,1.00,400.00,TA,TA,P,0.00,0.00,254.00,0.00,0.00,0.00,0.00,3.00,2008.00,WD,Normal,140000.00
842.00,70.00,RM,60.00,10440.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5.00,8.00,1904.00,2002.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,TA,TA,PConc,TA,TA,No,Unf,0.00,Unf,0.00,650.00,650.00,GasA,Gd,Y,SBrkr,958.00,581.00,0.00,1539.00,0.00,0.00,2.00,0.00,3.00,1.00,Gd,8.00,Typ,1.00,Detchd,1983.00,Unf,2.00,686.00,Gd,TA,P,70.00,78.00,68.00,0.00,0.00,0.00,0.00,6.00,2008.00,WD,Normal,157500.00
843.00,80.00,RL,82.00,9020.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,0.0001mes,Norm,Norm,1Fam,SLvl,6.00,7.00,1966.00,1966.00,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.00,TA,TA,CBlock,TA,TA,Gd,Rec,312.00,ALQ,539.00,276.00,1127.00,GasA,TA,Y,SBrkr,1165.00,0.00,0.00,1165.00,1.00,0.00,1.00,1.00,3.00,1.00,TA,6.00,Typ,0.00,Attchd,1966.00,RFn,2.00,490.00,Gd,Gd,Y,0.00,129.00,0.00,0.00,0.00,0.00,0.00,5.00,2008.00,WD,Normal,174900.00
844.00,90.00,RL,80.00,8000.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,0.0001mes,Artery,Norm,Duplex,1Story,5.00,4.00,1961.00,1961.00,Gable,CompShg,BrkFace,BrkFace,None,0.00,TA,TA,CBlock,TA,TA,No,Unf,0.00,Unf,0.00,1800.00,1800.00,GasA,Ex,N,SBrkr,1800.00,0.00,0.00,1800.00,0.00,0.00,2.00,0.00,6.00,2.00,TA,10.00,Typ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2007.00,WD,Normal,141000.00
845.00,50.00,RM,100.00,12665.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5.00,8.00,1915.00,1950.00,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.00,TA,TA,BrkTil,TA,TA,Mn,Unf,0.00,Unf,0.00,876.00,876.00,GasA,Gd,Y,SBrkr,876.00,540.00,0.00,1416.00,0.00,0.00,1.00,1.00,4.00,1.00,TA,7.00,Typ,1.00,Detchd,1949.00,Unf,3.00,720.00,TA,TA,Y,418.00,0.00,194.00,0.00,0.00,0.00,0.00,6.00,2008.00,WD,Normal,153900.00
846.00,85.00,RL,0.00,16647.00,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5.00,5.00,1975.00,1981.00,Gable,CompShg,HdBoard,HdBoard,None,0.00,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390.00,Unf,0.00,0.00,1390.00,GasA,TA,Y,SBrkr,1701.00,0.00,0.00,1701.00,1.00,0.00,2.00,0.00,3.00,1.00,TA,6.00,Min2,2.00,Basment,1975.00,Fin,2.00,611.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2007.00,WD,Normal,171000.00
847.00,60.00,RL,75.00,9317.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.00,5.00,1993.00,1993.00,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.00,Gd,TA,PConc,Gd,TA,No,ALQ,513.00,Unf,0.00,227.00,740.00,GasA,Ex,Y,SBrkr,1006.00,769.00,0.00,1775.00,1.00,0.00,2.00,1.00,3.00,1.00,Gd,7.00,Typ,1.00,Attchd,1993.00,Unf,2.00,425.00,TA,TA,Y,234.00,72.00,192.00,0.00,0.00,0.00,0.00,7.00,2009.00,WD,Normal,213000.00
848.00,20.00,RL,36.00,15523.00,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.00,6.00,1972.00,1972.00,Gable,CompShg,HdBoard,Plywood,None,0.00,TA,TA,CBlock,TA,TA,Av,BLQ,460.00,Unf,0.00,404.00,864.00,GasA,Ex,Y,SBrkr,864.00,0.00,0.00,864.00,1.00,0.00,1.00,0.00,3.00,1.00,TA,5.00,Typ,1.00,Attchd,1972.00,Unf,1.00,338.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2009.00,WD,Normal,133500.00
849.00,50.00,RL,75.00,45600.00,Pave,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6.00,8.00,1908.00,1997.00,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.00,TA,TA,BrkTil,TA,TA,No,Unf,0.00,Unf,0.00,907.00,907.00,GasA,TA,Y,SBrkr,1307.00,1051.00,0.00,2358.00,0.00,0.00,3.00,0.00,5.00,1.00,TA,10.00,Typ,1.00,Detchd,1908.00,Unf,2.00,360.00,Fa,TA,Y,486.00,40.00,0.00,0.00,175.00,0.00,0.00,9.00,2008.00,WD,Normal,240000.00
850.00,80.00,RL,80.00,9600.00,Pave,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6.00,7.00,1976.00,1994.00,Hip,CompShg,Plywood,Plywood,BrkFace,360.00,Gd,Gd,CBlock,TA,TA,No,Unf,0.00,Unf,0.00,528.00,528.00,GasA,Ex,Y,SBrkr,1094.00,761.00,0.00,1855.00,0.00,0.00,2.00,1.00,3.00,1.00,TA,7.00,Typ,1.00,Attchd,1976.00,RFn,2.00,512.00,TA,TA,Y,113.00,100.00,0.00,0.00,0.00,0.00,0.00,8.00,2007.00,WD,Normal,187000.00
851.00,120.00,RM,36.00,4435.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6.00,5.00,2003.00,2003.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.00,Gd,TA,PConc,Gd,TA,Av,GLQ,659.00,Unf,0.00,189.00,848.00,GasA,Ex,Y,SBrkr,848.00,0.00,0.00,848.00,1.00,0.00,1.00,0.00,1.00,1.00,Gd,3.00,Typ,0.00,Attchd,2003.00,Fin,2.00,420.00,TA,TA,Y,140.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2007.00,WD,Normal,131500.00
852.00,120.00,RL,0.00,3196.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8.00,5.00,2003.00,2003.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.00,Gd,TA,PConc,Gd,TA,Gd,Unf,0.00,Unf,0.00,1273.00,1273.00,GasA,Ex,Y,SBrkr,1456.00,0.00,0.00,1456.00,0.00,0.00,2.00,0.00,2.00,1.00,Gd,7.00,Typ,1.00,Attchd,2003.00,Fin,2.00,400.00,TA,TA,Y,143.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,2006.00,WD,Normal,215000.00
853.00,75.00,RL,53.00,7128.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7.00,5.00,1941.00,1950.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,TA,Gd,CBlock,TA,TA,No,Rec,364.00,Unf,0.00,554.00,918.00,GasA,Gd,Y,SBrkr,918.00,728.00,0.00,1646.00,0.00,0.00,2.00,0.00,4.00,1.00,TA,7.00,Typ,2.00,Detchd,1941.00,Unf,1.00,240.00,TA,TA,Y,0.00,0.00,0.00,0.00,126.00,0.00,0.00,8.00,2007.00,WD,Normal,164000.00
854.00,80.00,RL,0.00,12095.00,Pave,IR1,Lvl,AllPub,Corner,Gtl,0.0001mes,Norm,Norm,1Fam,SLvl,6.00,6.00,1964.00,1964.00,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.00,TA,Gd,CBlock,TA,TA,Gd,Rec,564.00,Unf,0.00,563.00,1127.00,GasA,TA,Y,SBrkr,1445.00,0.00,0.00,1445.00,0.00,0.00,1.00,1.00,3.00,1.00,TA,7.00,Typ,1.00,Attchd,1964.00,RFn,2.00,645.00,TA,TA,Y,180.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2009.00,WD,Normal,158000.00
855.00,20.00,RL,102.00,17920.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.00,4.00,1955.00,1974.00,Hip,CompShg,Wd Sdng,Plywood,None,0.00,TA,TA,CBlock,TA,TA,Mn,ALQ,306.00,Rec,1085.00,372.00,1763.00,GasA,TA,Y,SBrkr,1779.00,0.00,0.00,1779.00,1.00,0.00,1.00,1.00,3.00,1.00,TA,6.00,Typ,1.00,Attchd,1955.00,Unf,2.00,454.00,TA,TA,Y,0.00,418.00,0.00,0.00,312.00,0.00,0.00,7.00,2006.00,WD,Abnorml,170000.00
856.00,20.00,RL,0.00,6897.00,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.00,8.00,1962.00,2010.00,Gable,CompShg,HdBoard,HdBoard,None,0.00,TA,Gd,CBlock,TA,TA,No,ALQ,659.00,Unf,0.00,381.00,1040.00,GasA,Ex,Y,SBrkr,1040.00,0.00,0.00,1040.00,1.00,0.00,1.00,1.00,3.00,1.00,TA,6.00,Typ,0.00,Detchd,1962.00,Unf,1.00,260.00,TA,TA,Y,0.00,104.00,0.00,0.00,0.00,0.00,0.00,4.00,2010.00,WD,Normal,127000.00
857.00,80.00,RL,0.00,10970.00,Pave,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6.00,6.00,1978.00,1978.00,Gable,CompShg,Plywood,HdBoard,None,0.00,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505.00,LwQ,435.00,0.00,940.00,GasA,TA,Y,SBrkr,1026.00,0.00,0.00,1026.00,1.00,0.00,1.00,0.00,3.00,1.00,TA,5.00,Typ,0.00,Detchd,1981.00,Unf,2.00,576.00,TA,Fa,Y,0.00,0.00,34.00,0.00,0.00,0.00,0.00,10.00,2008.00,WD,Normal,147000.00
858.00,60.00,RL,65.00,8125.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.00,5.00,1994.00,1995.00,Gable,CompShg,HdBoard,HdBoard,None,0.00,TA,TA,PConc,Gd,TA,No,Unf,0.00,Unf,0.00,702.00,702.00,GasA,Gd,Y,SBrkr,702.00,779.00,0.00,1481.00,0.00,0.00,2.00,1.00,3.00,1.00,TA,6.00,Typ,1.00,Attchd,1994.00,Fin,2.00,343.00,TA,TA,Y,0.00,36.00,0.00,0.00,0.00,0.00,0.00,3.00,2009.00,WD,Normal,174000.00
859.00,20.00,RL,80.00,10400.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7.00,5.00,1976.00,1976.00,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.00,TA,TA,CBlock,Gd,TA,No,Unf,0.00,Unf,0.00,1090.00,1090.00,GasA,TA,Y,SBrkr,1370.00,0.00,0.00,1370.00,0.00,0.00,2.00,0.00,3.00,1.00,TA,6.00,Typ,1.00,Attchd,1976.00,RFn,2.00,479.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2009.00,WD,Family,152000.00
860.00,60.00,RL,0.00,11029.00,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6.00,7.00,1968.00,1984.00,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.00,TA,TA,CBlock,TA,TA,Mn,BLQ,619.00,Unf,0.00,435.00,1054.00,GasA,TA,Y,SBrkr,1512.00,1142.00,0.00,2654.00,1.00,0.00,2.00,1.00,4.00,1.00,Gd,9.00,Typ,1.00,Attchd,1968.00,Unf,2.00,619.00,TA,TA,Y,0.00,65.00,0.00,0.00,222.00,0.00,0.00,8.00,2006.00,WD,Normal,250000.00
861.00,50.00,RL,55.00,7642.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7.00,8.00,1918.00,1998.00,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.00,Gd,TA,BrkTil,TA,TA,No,Unf,0.00,Unf,0.00,912.00,912.00,GasA,Gd,Y,SBrkr,912.00,514.00,0.00,1426.00,0.00,0.00,1.00,1.00,3.00,1.00,Gd,7.00,Typ,1.00,Detchd,1925.00,Unf,1.00,216.00,TA,TA,Y,0.00,240.00,0.00,0.00,0.00,0.00,0.00,6.00,2007.00,WD,Normal,189950.00
862.00,190.00,RL,75.00,11625.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5.00,4.00,1965.00,1965.00,Hip,CompShg,Plywood,HdBoard,None,0.00,TA,TA,PConc,TA,TA,Mn,BLQ,841.00,Unf,0.00,198.00,1039.00,GasA,Ex,Y,SBrkr,1039.00,0.00,0.00,1039.00,1.00,0.00,1.00,1.00,3.00,1.00,TA,6.00,Typ,0.00,Attchd,1965.00,Unf,2.00,504.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2010.00,WD,Normal,131500.00
